session_id,session_title,canceled,description,session_type,start_time,end_time,recorded,skill_level,speakers,room,tracks,sponsored_by,cost
1109,Scraping dynamic websites with browser automation tools,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Playwright is a next-generation browser automation tool that allows you to use Python or JavaScript to scrape almost any web page. It can assist in downloading pages of government documents, capturing tweets before they get deleted, or even just breaking past the cookie consent banner. Beyond the basics, it can also easily take screenshots, monitor and log network requests, and even fit right into your traditional BeautifulSoup scraping approach.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">We&#39;ll look at:</p>
<p class=""mt-4 leading-relaxed text-gray-800"">- Installing Playwright<br/>- Accessing elements on the page<br/>- Interacting with web pages (clicking, navigating, filling out forms)<br/>- Taking screenshots<br/>- Sending pages to traditional scraping tools like BeautifulSoup<br/>- Common patterns including pagination and CAPTCHA breaking</p>
<p class=""mt-4 leading-relaxed text-gray-800"">For those of you familiar with tackling similar problems using Selenium: Playwright is a similar tool with a better interface, better install/upgrade process, and ten times the usability. It might be time to upgrade!</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Participants should have a basic knowledge of Python and HTML, but we&#39;ll also cover how to breeze past those basics with AI assistance. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-07T15:15:00.000Z,2026-03-07T16:15:00.000Z,False,Intermediate,['ccff7980'],201,"['Data analysis', 'Tools & Tech']",,
1110,Automating your workflows with Github Actions,False,"<p class=""mt-4 leading-relaxed text-gray-800"">There are a ton of routine data sets that we pull regularly to analyze. Crime, housing, construction. But what if you could do that while you sleep? Github Actions allows you to do just that.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Participants should have a basic knowledge of Github. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-07T16:30:00.000Z,2026-03-07T17:30:00.000Z,False,Intermediate,['953f125f'],202,['Tools & Tech'],,
1111,"How to categorize and clean text data with keywords, LLMs and embeddings: A roundtable",False,"<p class=""mt-4 leading-relaxed text-gray-800"">Our datasets are often not just numbers but free-text descriptions -- AI chatbot logs, TikTok transcripts or government contract purposes. Three-ish reporters discuss how to categorize this kind of text data with three very different techniques: ol&#39; fashioned keywords, embeddings and LLMs. We&#39;ll discuss the trade-offs between cost, precision and recall and interpretability -- and of course tell some war stories. We&#39;ll also discuss how to come up with taxonomies that make sense and how to refine each technique.</p>",Panel,2026-03-07T20:45:00.000Z,2026-03-07T21:45:00.000Z,True,Intermediate,"['627775ac', 'bc201430', 'b3cabf7a']",White River I,['AI'],,
1113,Free or cheap web-scraping tools – no coding required!,False,"<p class=""mt-4 leading-relaxed text-gray-800"">In this demo, we will go over a range of free or cheap scraping tools that reporters can use to scrape websites without programming. Some of those include Chrome extensions— Instant Data Scraper and WebScraper— as well as scraping with Google sheets.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this demo class.</p>",Hands-on,2026-03-05T22:00:00.000Z,2026-03-05T23:00:00.000Z,False,Beginner,"['b6b6fb69', '09826294']",201,['Tools & Tech'],,
1115,Scraping with Python,False,"<p class=""mt-4 leading-relaxed text-gray-800"">In this workshop you&#39;ll learn how to investigate websites, evaluate scraping difficulty and use Python to scrape data not otherwise easily obtained with out-of-the-box tools.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Among the examples you&#39;ll discuss is a project to scrape some difficult data out of the Florida Financial System.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Preregistration is required and seating is limited. You must bring your own laptop (no tablets) to this training.</p>",Hands-on,2026-03-07T19:30:00.000Z,2026-03-07T23:00:00.000Z,False,Intermediate,"['b6b6fb69', '09826294']",202,['Tools & Tech'],,45
1117,Digging into death with CDC Wonder,False,"<p class=""mt-4 leading-relaxed text-gray-800"">CDC Wonder contains a treasure trove of public health information based on death certificates across the country. This session will provide a quick start guide on using the website, pitfalls to avoid and ideas for stories you can take home -- like maternal mortality, overdose and cancer clusters.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-07T22:00:00.000Z,2026-03-07T23:00:00.000Z,False,Beginner,['4d6c046c'],204,"['Story ideas', 'Data analysis']",,
1122,Everything you never wanted to know about crypto: A primer for data investigations,False,"<p class=""mt-4 leading-relaxed text-gray-800"">This panel will cover the basics you need to understand about crypto to start covering it, including how it works, what is the blockchain, where to find data and where to find experts. We&#39;ll put a heavy emphasis on prediction markets, the Trump family&#39;s crypto businesses and finding local stories.</p>",Panel,2026-03-06T16:30:00.000Z,2026-03-06T17:30:00.000Z,True,Beginner,"['03bb30e6', '627775ac', '138c8199']",White River D,"['Story ideas', 'Research']",,
1123,"How ""Skills"" solve the biggest pitfall in using AI for data analysis in Claude Code & OpenAI Codex",False,"<p class=""mt-4 leading-relaxed text-gray-800"">We&#39;ve all been there recently. Jazzed at experimenting with the latest AI/LLM tooling to help drive our data journalism. But there remains a particularly thorny issue when using AI tools for data analysis: they don&#39;t do things the same way twice, they can go rogue, and they&#39;re awful at math. They may be great at building web apps, but they can be very dangerous for doing actual data analysis. But the &quot;skills&quot; workflow has the potential to be a game-changer. They began in Claude Code and have now been adopted by Codex as well. What are &quot;skills&quot;...? They allow you to create specific, reproducible code chunks or even entire scripts that will then get executed. The file system is dead-simple: just markdown files and your code scripts. And from there, skills functions largely as an automation tool - it&#39;ll run what you&#39;ve told it to run, when you tell it to, with certain variables provided by you or your colleagues. And it will ensure Claude or Codex gives you consistent, reproducible results every time. Learn what it&#39;s all about.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for people with some coding experience. Laptops will be provided.</p>",Hands-on,2026-03-07T14:00:00.000Z,2026-03-07T15:00:00.000Z,False,Advanced,['f6ba809d'],104,['AI'],,
1124,Blockchain sleuthing 101,False,"<p class=""mt-4 leading-relaxed text-gray-800"">This hands-on session will teach you how to explore blockchain data to find stories, from general transactions to betting markets like Polymarket.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for beginners. Laptops will be provided.</p>",Hands-on,2026-03-07T22:00:00.000Z,2026-03-07T23:00:00.000Z,False,Beginner,"['03bb30e6', '138c8199']",205,"['Story ideas', 'Research']",,
1127,From chaos to narrative: Using R for story discovery in document collections,False,"<p class=""mt-4 leading-relaxed text-gray-800"">This session will introduce journalists to using R to ingest large numbers of lawsuits, transcripts, news articles and similar material and to discover story leads through content analysis methods. Journalists will learn the benefits and drawbacks of sentiment analysis, keyword in context text retrievals, language dependency parsing, and extraction of top two- and three-word phrases. These tools in R&#39;s tidytext package can help reporters discover themes and tips in large groups of documents that otherwise could do undetected.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for those with some experience using R. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-05T20:45:00.000Z,2026-03-05T21:45:00.000Z,False,Intermediate,"['2c309cfc', 'c5e56010']",203,"['Tools & Tech', 'Story ideas']",,
1129,Next-gen crime data: Know your NIBRS!,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Forget murder, robbery and burglary. Do you know how many ATM thefts your local police logged last year? Or carjackings? Or stalking cases? Most police agencies now log a wealth of detail on 58 crimes via the National Incident-Based Reporting. Learn how to get started using this invaluable but complicated data.</p>",Panel,2026-03-05T19:30:00.000Z,2026-03-05T20:30:00.000Z,True,Intermediate,"['27dddbe7', '2d51e0b6', '002186ae']",White River I,"['Tools & Tech', 'Research', 'Data analysis']",,
1130,Editing the machine: Fact-checking AI-assisted reporting in the newsroom,False,"<p class=""mt-4 leading-relaxed text-gray-800"">As AI tools move into daily reporting, the real challenge isn&#39;t keeping up with the hype, it&#39;s the editing. This session is focused on the real editorial challenges that come up when you&#39;re responsible for people, data, ethics, and deadlines all at once—and AI is ambient and often invisible. This isn’t a heady conversation about the future of AI in journalism, ethics boards or tech tips. It’s meant to focus on what&#39;s already changed and how that shows up in newsroom decision-making.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">The goal is to move beyond the abstract and talk about everyday editorial decisions. What feels different in copy review? In sourcing? In data analysis? Where do editors need to slow down, ask a different question, or reopen a framing that might have quietly solidified? This is about how editorial judgment evolves when AI is in the workflow.</p>",Panel,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,True,Intermediate,"['6f477f1a', 'bd2d9647', 'bca765e7']",White River B,['AI'],,
1131,Detangling federal lobbying disclosures with LobbyR,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Political influence is getting harder and harder to track, but the Lobbying Disclosure Act Reports helps cut through some of the noise. With LobbyR, researchers, journalists, and others can easily access, clean, and visualize a much more comprehensive version of federal lobbying disclosures to understand what companies, groups and other interests are asking Congress and the administration for.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">In this session, you’ll learn how just a few lines of R code will allow you to query, summarize, and plot real-world lobbying transparency data, enabling rapid insights and automated workflows. And there&#39;s no complex setup required.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">If you want to ask questions like “who lobbied on issue X in the last five years?”, or “how many dollars did registrant Y report?”, or “are there clients/registrants filing that overlap?”, LobbyR makes this work programmatic, reproducible, and transparent.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Participants should have a basic knowledge of R. Laptops will be provided. Participants should pre-register for an API key through this link: https://lda.gov/api/register/</p>",Hands-on,2026-03-05T19:30:00.000Z,2026-03-05T20:30:00.000Z,False,Intermediate,['1ccc86d2'],204,"['Tools & Tech', 'Research', 'Story ideas']",,
1133,Nonprofit data 101,False,"<p class=""mt-4 leading-relaxed text-gray-800"">There&#39;s a good nonprofit story waiting to be written on every reporting beat and in every coverage area, if you know where to look. This session will teach you how to navigate the world of nonprofit data and documents.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">To gain tax-exempt status, organizations like hospitals, charter schools, colleges and humane societies must agree to report annual information on their finances, compensation of key personnel, conflicts of interest and more. If you know how to cut through the accounting language to find what you&#39;re looking for, these annual filings — and other documents generated by a nonprofit — can answer questions big and small and add useful context to your reporting.</p>",Demo,2026-03-06T16:30:00.000Z,2026-03-06T17:30:00.000Z,True,Beginner,"['b3cabf7a', '9dedde8a']",White River I,"['Beat reporting', 'Story ideas']",,
1136,Coaching ChatGPT to help with coding and data tasks,False,"<p class=""mt-4 leading-relaxed text-gray-800"">ChatGPT, widely misunderstood and in some cases misused, can be a powerful tool to improve efficiency in our day-to-day work. Give ChatGPT a few rows of publicly available data and ask it to write a data dictionary. We&#39;ll use ChatGPT to help write a public records request for us, have it help us make sense of data and we&#39;ll even use it to write a Python script to reshape unruly Excel data. The best part? You don&#39;t need to know Python to write this code.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for everyone. Attendees will need to bring their own laptop (no tablets).</p>",Hands-on,2026-03-05T16:30:00.000Z,2026-03-05T17:30:00.000Z,False,Beginner,['448029d2'],102,['AI'],,
1137,Building web scrapers on the fly with ChatGPT and Claude,False,"<p class=""mt-4 leading-relaxed text-gray-800"">This session will focus on how to scrape data from public websites in breaking news and quick-turn situations. Use a tool like ChatGPT to help you quickly understand a website&#39;s structure and API calls to get data fast.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-06T20:45:00.000Z,2026-03-06T21:45:00.000Z,False,Beginner,['448029d2'],102,['AI'],,
1138,How to HMDA: Finding the story in mortgage lending data,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Every year, the federal government collects and publishes information about millions of home mortgage loan applications across the country: The places they&#39;re coming from, the people submitting them and the financial institutions accepting — or denying — them.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">In this session, you&#39;ll learn:<br/>- What Home Mortgage Disclosure act data is, what it includes and why it&#39;s collected<br/>- How The Banner used HMDA data to identify a newly popular, poorly regulated loan product and report on a foreclosure crisis in Baltimore + other questions HMDA data can answer <br/>- The R code you need to answer those questions!</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Folks with an understanding of basics (filtering, sorting, grouping and joining) in R will get the most out of this session. Laptops will be provided.</p>",Hands-on,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,False,Intermediate,['b6f6e54d'],205,"['Story ideas', 'Data analysis', 'Research']",,
1139,Investigating TikTok through data donations,False,"<p class=""mt-4 leading-relaxed text-gray-800"">The Post collaborated with 1,100 readers to create a unique dataset of TikTok watch histories -- which they used to investigate political content, the app&#39;s addictiveness, and how the algorithm favors certain kinds of content over others. They also published the first Map of TikTok that hasn&#39;t been published yet but will hopefully break the internet. We&#39;ll discuss this project from beginning to end, including participant recruitment, secure/private data processing, and technical hurdles to digging into a giant dataset.</p>",Panel,2026-03-06T19:30:00.000Z,2026-03-06T20:30:00.000Z,True,Beginner,[],White River G,"['Tools & Tech', 'Data analysis']",,
1143,Presents for your future self: Automated workflows for making charts and maps,False,"<p class=""mt-4 leading-relaxed text-gray-800"">When you&#39;re working on a project with shifting or updating data, there&#39;s nothing better you can do for yourself than to build your own little sprocket bot. In this workshop, learn how you can build that bot through command line tools (makefile, node.js, python) to automate tasks like mapmaking. Learn workflow tips for Illustrator, Photoshop, Blender, and more! Save time by setting up a file and forever more executing it via a push of the button.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Folks with an understanding of command line tools will get the most out of this session. Laptops will be provided.</p>",Hands-on,2026-03-07T16:30:00.000Z,2026-03-07T17:30:00.000Z,False,Intermediate,['6036c61b'],104,"['Data viz', 'Mapping']",,
1147,Cheatsheet: An investigative spreadsheet tool powered by A.I.,False,"<p class=""mt-4 leading-relaxed text-gray-800"">In this session, we will demo Cheatsheet, an internal tool developed at The New York Times that has helped in the reporting process for dozens of breaking news and investigative stories.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Cheatsheet is a smart spreadsheet application that makes it quick and easy to analyze large datasets, document dumps and media collections at scale using A.I. systems. Cheatsheet gives reporters the ability to quickly find needles in large haystacks using recipes such as A.I. classification, translation, summarization, quote extraction and web search.</p>",Demo,2026-03-06T20:45:00.000Z,2026-03-06T21:45:00.000Z,True,Intermediate,"['909d8498', 'fe761d36']",White River B,['AI'],,
1150,Beyond ironclad: Fact-checking the data story,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Even with best practices, the most meticulous data reporter in the world can make mistakes. Catching these errors before publication can involve hours of tedious code review and debugging. Missing them can lead to corrections, retractions, or worse.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session will give attendees a hands-on demonstration of a data story fact-check. Participants will learn how to spot errors in data interpretation, how to catch and debug coding errors, and how to fix mistakes efficiently. We&#39;ll walk through an example data analysis containing errors based on real mistakes made by award-winning data journalists. (All examples will be fully anonymized!)</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Some sample errors:<br/>- Number parsing fails due to commas as the thousands separator<br/>- Invalid demographic analyses based on misinterpreted Census data<br/>- Dropped rows in joined datasets (inner joins considered harmful!)<br/>- Unweighted aggregations of percentages and other fractions</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for those with some coding experience. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-07T22:00:00.000Z,2026-03-07T23:00:00.000Z,False,Intermediate,['4be87029'],102,['Story ideas'],,
1151,"React 101: Demystifying arrays, state values and components",False,"<p class=""mt-4 leading-relaxed text-gray-800"">Do you use React to create interactives, or are you interested in solidifying your knowledge of component-based javascript libraries? Join this hands-on session to nail down the basics of mapping, filtering, state values, useEffects and other confounding concepts.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for those with some experience using JavaScript. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-05T20:45:00.000Z,2026-03-05T21:45:00.000Z,False,Intermediate,"['bb0884ef', 'f636ac71']",202,['Tools & Tech'],,
1153,Accessing data on deaths in custody,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Thanks to recent FOIA lawsuits and the efforts of organizations like The Marshall Project, The Data Liberation Project, Behind Bars Data Project, and Mapping Police Violence, data on deaths in custody is more accessible than ever.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This panel will guide reporters on how to find and use this data to investigate deaths in prisons, jails, and police custody. Attendees will learn about what data is available, what&#39;s missing from the data, and how the data can reveal problematic patterns in trends in the local law enforcement agencies.</p>",Panel,2026-03-05T20:45:00.000Z,2026-03-05T21:45:00.000Z,True,Beginner,"['4be87029', 'f22bfb47', '92116e7f']",White River E,['Beat reporting'],,
1154,"Beyond the investigation: Managing stress, safety & mental wellness",False,"<p class=""mt-4 leading-relaxed text-gray-800"">NO RECORDING! Covering sensitive topics can take an emotional toll, including long working hours, emotional strain and personal sacrifices. A panel of journalists will share strategies that help attendees recognize early signs of stress, create grounding techniques and find healthy outlets outside of work to protect their mental health.</p>",NICAR Conversation,2026-03-07T16:30:00.000Z,2026-03-07T17:30:00.000Z,False,Beginner,"['d0f63877', '071226b8', '91ac8daf']",102,['Career'],,
1156,Data crowd competition: 40 ideas in 40 minutes,False,"<p class=""mt-4 leading-relaxed text-gray-800"">This session invites attendees to compete for prizes for offering the coolest, most unique public datasets that every journalist should request. Each person gets one minute to come up to the mic and explain their dataset. The idea will be entered into a list of the screen, and then at the end attendees vote for their favorite. The top three win fabulous IRE merchandise.</p>",Panel,2026-03-07T16:30:00.000Z,2026-03-07T17:30:00.000Z,True,Beginner,"['03614713', '75b34ab7', '168c940b']",White River E,"['Story ideas', 'Data analysis']",,
1157,Persuasion 401: The psychology of investigative reporting,False,"<p class=""mt-4 leading-relaxed text-gray-800"">This training provides a deep dive into the psychology of persuasion so that reporters can increase their odds in getting record custodians to cough up data, reluctant sources to talk, and editors to support their projects. Tips will be research-based and help attendees learn the power of the mind. Note: Use these strategies for good, not evil!</p>",Panel,2026-03-06T15:15:00.000Z,2026-03-06T16:15:00.000Z,True,Beginner,['03614713'],White River G,['Public records'],,
1158,Reporting on maternal and infant health in turbulent times,False,"<p class=""mt-4 leading-relaxed text-gray-800"">The U.S. has the highest maternal mortality rate of any high-income nation, with stark differences within the U.S. along racial and geographic lines. Early evidence suggests that system shocks like Covid and state-level abortion bans may have made pregnancy and childbirth even more dangerous. Meanwhile, the Trump administration has slashed public health initiatives, altered childhood vaccine schedules and gutted many federal data collection projects, including those focusing on maternal and infant health outcomes.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This panel will explore the ways we can use available data to report on maternal and infant health, and discuss ways we can continue this work at the state, regional and national level despite the loss of some federal data sources.</p>",Panel,2026-03-05T15:15:00.000Z,2026-03-05T16:15:00.000Z,True,Beginner,"['b3cabf7a', '3ad30bb8', '6d04b50b']",White River E,"['Beat reporting', 'Story ideas']",,
1160,State secrets: A workflow for using state-level ethics disclosure data in your reporting,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Learn how to find and use personal financial and economic interest disclosures to report on candidates and elected officials in every state. We’ll demo digging into two state systems, share collaborative datasets available to participants and a comprehensive tipsheet on what data is available in each state in 2026, and run through tips on how to track changes and new filings.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Reporters with basic Python skills will be able to follow along, but all attendees can benefit from the discussion of open data and workflow-building using these public documents. Participants will leave better prepared and kitted out to do strong accountability reporting on candidates and incumbents in significant elections across the country in 2026. We&#39;ll also discuss how these records can be used for deeper investigations into business connections, real estate, environmental issues and more.</p>",Demo,2026-03-05T14:00:00.000Z,2026-03-05T15:00:00.000Z,False,Intermediate,"['917a63e5', 'd2154a6b']",102,"['Local', 'Public records', 'Research', 'Elections']",,
1161,"Continuous improvement for reporters: Kaizen, preflight checklists and more",False,"<p class=""mt-4 leading-relaxed text-gray-800"">Let’s talk about how we can make reviewing and improving our work and our recurring processes (both automated and manual) a core part of our workflow as reporters and editors. Panelists will discuss goal setting, review and improvement processes like the &quot;plan act do check&quot; cycle, the broader philosophy of growth through incremental change and documentation, and how systems used in manufacturing, aviation, tech and other industries can be adapted for reporters, especially when it comes to data and investigative work. This won&#39;t just be hypothetical: we&#39;ll discuss practical ways to turn these systems and philosophies into real-world workflows for both freelance and staff journalists.</p>",NICAR Conversation,2026-03-07T20:45:00.000Z,2026-03-07T21:45:00.000Z,False,Beginner,['917a63e5'],209,['Story ideas'],,
1165,Data team starter kit: How to build a data team from the ground up,False,"<p class=""mt-4 leading-relaxed text-gray-800"">How do you set a new data team up for success? How do you grow a data team while maintaining your team&#39;s identity and standards? This session will tackle best practices for establishing and maintaining standards on new and growing data teams. We&#39;ll cover automating onboarding, standardizing project structure with Datakit and setting up a robust fact-checking process.</p>",Panel,2026-03-07T14:00:00.000Z,2026-03-07T15:00:00.000Z,True,Beginner,"['628205d5', '4f281243', 'b6f6e54d']",White River D,['Career'],,
1168,“Vibe-coding” for experimentation and deadlines,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Picture this: There’s a data presentation format you’ve wanted to try for ages. Now, all of a sudden, you’ve got a perfect story to use it on — but it’s running in two days.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Your current systems can’t make it happen. Third-party solutions don’t fit your organization’s look and feel. Starting from a blank code-editor window wouldn’t get it done in time. What to do?</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session will show how one journalist solved that problem, using agentic AI to describe an intended solution — and then iterate on functionality — all while guarding against AI hallucinations and other possible pitfalls.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">It’s not a silver bullet, and it won’t absolve you of having to vet logic and think critically. But when done right, it can be a massive force multiplier for someone who has the technical knowledge (but needs to meet a tight deadline).</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Folks with some coding knowledge will get the most out of this session. Laptops will be provided.</p>",Hands-on,2026-03-07T20:45:00.000Z,2026-03-07T21:45:00.000Z,False,Intermediate,['4f281243'],204,['AI'],,
1170,Data collection at scale for countries where data is hidden,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Learn about collecting data for countries where data is difficult to obtain, hidden, or behind wonky websites that don’t give you access to actual insights. Find out how to obtain data and support reporting pipelines - also how to gather data that’s more qualitative to supplement the numbers.</p>",Panel,2026-03-07T14:00:00.000Z,2026-03-07T15:00:00.000Z,True,Beginner,"['ba380eea', '5d03bde7', '83e44e6c', 'e56f5f1b']",White River G,"['International', 'Data analysis']",,
1174,Uncovering wrongdoing with AI: Real-world methods and ethical boundaries,False,"<p class=""mt-4 leading-relaxed text-gray-800"">In this panel, journalists who have deployed AI on cross-border investigations share practical techniques, limits and guardrails for using LLMs and machine learning in data reporting.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Case studies include: scraping court records and classifying gender-based violence cases in Eswatini using GPT-assisted workflows; using a hybrid of OCR, regular expressions and LLMs to classify and review tens of thousands of environmental impact documents in France; and using machine-learning tools to detect deforestation and forest fraud across Southeast Asia by building on existing scientific research.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Sharing reproducible workflows, panellists will show how to combine human judgment and feedback with machine assistance for document processing, pattern detection, classification and verification. The discussion will focus on human-in-the-loop systems, responsible disclosure of AI-assisted work and strategies for managing large document sets without compromising editorial credibility and scepticism.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Attendees will leave with concrete methods for turning messy, unstructured data into searchable investigative resources, practical verification checklists and guidance on how to document and explain AI-assisted reporting to editors and audiences.</p>",Panel,2026-03-07T22:00:00.000Z,2026-03-07T23:00:00.000Z,True,Beginner,"['d038fff3', 'ba2a1b05', 'd8470ac7', 'ccff7980']",White River G,['International'],,
1177,Advanced visualization and design in Datawrapper,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Take your Datawrapper skills to the next level. This session will cover advanced features and techniques to make your visualizations more powerful, polished and interactive. Learn how to customize design themes and use advanced chart types to communicate complex data clearly and creatively.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Some basic HTML knowledge is preferred, but not necessary. Laptops will be provided.</p>",Hands-on,2026-03-06T20:45:00.000Z,2026-03-06T21:45:00.000Z,False,Beginner,['df50f515'],203,['Data viz'],,
1182,Becoming acquainted with your city as a data reporter with no beat,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Early-career, local data journalists might find themselves needing to quickly navigate the data ecosystem of a new place for the first time. In this session, panelists will share their tips and tricks for:<br/>- Learning what kinds of data are easily available in your new home<br/>- Building out a &quot;beat&quot; for yourself<br/>- Collaborating across multiple desks<br/>- working with a wide array of datasets</p>",Panel,2026-03-07T15:15:00.000Z,2026-03-07T16:15:00.000Z,True,Beginner,"['b6f6e54d', '855d9d65', '7c9991a4', 'eeebb712']",White River D,['Beat reporting'],,
1184,The winding paths of a data journalist,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Data journalists have unique skills and experiences that are applicable to product design and management roles. Learn from panelists who have navigated unexpected journeys to find their niche in the data world. This panel is great for people who are curious about making a career shift, and hearing from professionals who have firsthand experience in making these transitions. Our panelists will share their strategies and lessons learned, offering valuable insights for those considering a similar career pivot.</p>",Panel,2026-03-07T15:15:00.000Z,2026-03-07T16:15:00.000Z,False,Intermediate,"['954042b8', '647df2fe', '7a6e5aaf', '587a7258']",102,"['Career', 'Management']",,
1187,Five demos for finding things with A.I. outside of chatbots,False,"<p class=""mt-4 leading-relaxed text-gray-800"">The most exciting new A.I. tools don&#39;t involve chatbots. We all have big documents and datasets. Sometimes we think we know approximately what&#39;s inside — but we just need to find it. In this session, we&#39;ll show you five more technical ways that A.I. can be used to supercharge the investigative process. We will demo semantic search for text, spreadsheets and images; embedding and clustering; and identifying visual objects in media — all in tools you can use yourself to solve real journalistic problems, without having to endure ChatGPT&#39;s excessive use of em-dashes and its other limitations.</p>",Demo,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,True,Intermediate,"['909d8498', '163bd832', '627775ac', '2dcded12']",White River G,['AI'],,
1190,"Introducing libfec, a faster FEC filing parser",False,"<p class=""mt-4 leading-relaxed text-gray-800"">A new election cycle means a brand new open source tool for parsing the Federal Election Commission&#39;s custom .fec file format! This year `libfec` has been released, a new toolkit that parses FEC files even faster than pre-existing tools, and uses the FEC&#39;s API to find the filings for the exact candidate, election, or PAC that you care about.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This class will go over how to use libfec in a midterm election year — finding all individual donors for all candidates in a House or Senate race, seeing where campaigns spend their money, and tracking down Super PACs that fuel outside spending in a newsroom&#39;s district. Along the way participants will learn how to use libfec to source all this data, including how to export data into CSV, SQLite, or JSON for further analysis or data visualizations.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Participants should have a basic knowledge of using the command line. Laptops will be provided.</p>",Hands-on,2026-03-05T16:30:00.000Z,2026-03-05T17:30:00.000Z,False,Intermediate,['63a104bd'],205,"['Data analysis', 'Tools & Tech']",,
1193,Data journalism for new reporters,False,"<p class=""mt-4 leading-relaxed text-gray-800"">&quot;If you build it - they will come&quot;:  Many local reporters might not have the time and/or knowledge to incorporate data skills to their work. So how do you get into thinking and then doing data journalism? This session will include examples and ideas on where to start and how to work to raise awareness about data and how to use it.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Over the next few days, you&#39;ll see there is a seemingly endless number of things you can learn in the data journalism world. It can be daunting! But everyone at this conference started at the same place as you. We&#39;ll help you get started! This session will cover the basics of data journalism, starting with what it is, tips for building up your skills and advice for how you can — realistically — integrate these skills into your daily reporting.</p>",Panel,2026-03-05T14:00:00.000Z,2026-03-05T15:00:00.000Z,True,Beginner,"['1c897918', 'bd2d9647', '9546ecde']",White River G,['Local'],,
